x,y
396.37344945807774,662.5284056229351
395.8528195124304,655.5306810295804
395.1530876484685,646.8981117130485
394.6774065246822,647.5411223991838
394.2703072554125,651.7176931913448
393.39830487038523,652.2393916051078
392.46493237784637,650.0999629912102
392.6764933345296,652.3822057822115
392.8964284431795,656.0537304542207
393.73943059089083,653.7067194756044
394.63169994199984,645.9879592786631
395.082775907805,649.9302128128737
395.460284591125,661.7904432425244
396.3822579400462,664.5057428149478
397.3436604797505,661.0079366450618
397.8527303444102,657.1529170098657
397.6213565220976,658.2902727694269
396.51657700879565,664.5208502721136
395.7337800531293,661.7554899200491
395.56072702024767,649.1483466301102
395.200812176612,646.0942624707316
394.58945893412056,650.123944174855
394.0527298600041,651.7215418564228
393.26868724568385,649.7125979173999
393.2760843705275,649.926111616531
394.22135774466614,654.0357785043507
394.97139053539837,653.832384269124
395.40962957463637,647.4213366565111
396.02614233921895,647.6011954541137
396.0209293529924,657.4456854675553
396.9556427696309,663.3366033091596
397.90002673302416,661.4912642543746
398.74567904224125,657.0170679550178
399.125103365586,656.2444713743615
398.6199750882598,661.7150390970735
397.8206379520783,662.963737799582
397.2732150541451,652.4466248306138
396.95881510542694,645.6080241489466
396.43761484818356,647.2991410778357
396.0058603101372,651.6727240341869
394.8973159950925,651.6553022521518
393.81685678768423,651.1058529554289
393.9408483483393,654.3596156131982
394.7332726680811,655.2039467298823
395.33738829620313,651.8518362108487
395.95274741059984,646.1083875930628
396.26561465458195,654.1061213496004
396.5206620144306,663.2334693168457
397.0251005142055,664.0944202483793
397.46038823458633,660.1691232220394
397.8503735311449,658.1685846490495
397.7628790154158,661.1482887337289
396.8061440794763,665.1314444519555
396.17635907224565,657.6766420870129
395.51020993579436,647.6113000001694
395.2427107189066,645.8552591869218
394.69518560765766,649.9399682773418
393.4389382447493,651.323776671986
392.7413064764036,649.6947940063328
393.2882959180008,652.6494296230303
393.6683367734727,655.6652066714819
395.27600690634824,652.8671731129656
396.6585021243943,645.5163427938511
397.481142038946,648.4970978322954
397.7965664552137,661.953131888124
398.4187639986453,666.0965270980768
399.41066809191085,663.27826990232
399.8021002037351,659.3902186042569
400.04884511724373,660.4810846899
399.04791454673887,666.5258414066266
398.0549394295771,664.583114276685
397.58018998809814,650.9557379614886
396.82830448353593,647.3238661757447
395.8184781109235,649.4185852698982
394.59549154402714,651.0312834870623
393.7836933855988,649.8716877417437
393.24754458401424,651.4168980964231
394.0017281391289,655.5730162746415
394.92569771196435,655.3499511889405
396.169511911441,648.8071844706747
396.7117431111827,648.4029193857442
396.60832414313745,658.9200125088041
396.9072136804012,665.5503807107548
397.3490215427418,663.8859413213478
397.62666550845165,659.2624852648643
397.4560872858159,658.5372262993698
397.02268032039416,663.8627034439771
396.3367230469171,665.4597662950101
396.1458822482575,654.5563818521172
396.0055991969032,646.8040002425008
395.62421732915067,647.8482232025488
395.19845847025266,651.325601565538
394.0057025605561,650.9058505688677
393.28430478757207,649.9442854481748
393.71840913341373,653.4545488935943
394.5474499258995,655.4488276749075
395.56302588246587,651.4111476184152
397.46453263980936,644.0533938460469
398.5458662141891,650.7901251093116
399.52878484071914,662.407119900741
400.61795497162495,664.4244371626455
401.1456354608415,661.1975721915555
401.304839894706,658.7314459628324
401.2370022451935,661.5461137947083
400.61348148233833,665.9583254386794
400.39595332477904,659.3951747579547
400.5484567311406,648.1589807459083
400.3856945172587,646.3133203283687
399.99369781311145,650.7692255684418
399.36924135601976,652.0725988868493
398.1879766650771,650.0494594214381
397.53222925472437,651.3536018861219
398.35487375978863,653.904133779585
399.1914017839854,651.6434389307458
400.42523457849063,643.7779618766448
400.705365422069,646.0148773751422
400.46020561900207,657.6277827843585
401.0812578971244,663.4405124228483
402.01840285548417,661.6277665639811
402.6796075365842,658.056733668525
402.9190086042156,659.2733872936014
402.34268085269366,665.8449079466498
401.8482955607328,663.0191836276863
402.3544058812404,649.4027171184237
402.58620356182695,644.9850454573768
403.10397535514966,647.1460818214495
402.2968025545594,649.3444148244594
401.4174592414236,648.0458173598482
401.57459838581855,649.1423241953869
402.0851922704285,653.7504924517721
403.2004904764656,653.3133293925983
404.2887671198646,647.3552997973861
405.6112248843102,645.177540713154
406.41389847584105,654.714218560265
407.42461675327104,662.8483789544105
408.6614074093104,662.6446377655726
409.2545005245411,658.7209098057664
409.34305923244585,657.9017625822406
